id,comment,new,technical,local,correctional
73036744,Brazil road link check #maproulette,0,1,0,1
73123385,Added missing service road. #Kaart 2019,1,0,0,0
73128277,Adding street data to highways in Cape Town. #Kaart 2019. #Kaart-363,1,0,1,0
73142232,Removed incorrect name tag to the highway,0,0,0,1
73157940,Added service road from Tullynewbank Road according to the latest imagery.,1,0,1,0
73165546,aligning the highway to more accurate imagery,0,1,0,1
73286776,Added house numbers in Chon Buri Thailand. #Kaart Ground Survey 2019. #Kaart-392,1,1,1,0
73293746,added a residential road from Provincial Circle,1,0,0,0
73333279,added driveway near Woodcliff Drive.,1,0,1,0
73348265,Added a Service Road  from State Route 229,1,0,0,0
73357323,Adding street names in Johannesburg,1,0,1,0
73409005,added service road,1,0,0,0
73521697,added driveway connecting to Residential Road: McCoy Bridge Road,1,0,0,0
73522789,Added missing residential road,1,0,0,0
73666868,Added driveway,1,0,0,0
73750755,added service roads from Waterman Street,1,0,1,0
73793313,Added several service roads,1,0,0,0
73794973,added driveway from Oak Road,1,0,1,0
73821378,#IndonesiaRoadMapping #hotosm Validate tasking 1881,0,0,0,1
73826591,added driveways based on imagery.,1,0,0,0
73832311,Added Driveway,1,0,0,0
73842992,added service road,1,0,0,0
73845387,Added driveway.,1,0,0,0
73848936,Created and aligned residential highways,1,0,0,1
74035738,Improving missing streets and street names in New South Wales,1,0,1,0
74091427,Added pedestrian crossings,1,0,0,0
74124818,Added service road,1,0,0,0
74135520,added a service road.,1,0,0,0
74160222,Added Service Roads.,1,0,0,0
74166374,#IndonesiaRoadMapping #hotosm Improve geometry to Maxar Imagery,0,0,0,1
74173011,added driveways,1,0,0,0
74254188,Added a driveway from Forest Drive.,1,0,0,0
74293302,Added Service Road and Driveway.,1,0,0,0
74348143,Added track way.,1,0,0,0
74349570,#IndonesiaRoadMapping #hotosm road extended,1,0,1,0
74397369,Smoothed out roads south of Ð’Ð¸Ð»Ð½Ð° Ð·Ð¾Ð½Ð° Ð—ÐµÐ»Ð¸Ð½. Reclassified a few roads.,0,0,0,1
74435288,Improved the alignment of primary way,0,1,0,1
74438727,Improved the alignment of residential ways,0,0,0,1
74507569,Added bike parking in front of Swedish First Hill Hospital,1,0,0,0
74549692,Added foot=no to stretch of segments because mapillary shows no walkabilty. #Kaart 2019,1,0,1,0
74572793,Added service road from Durham Road,1,0,0,0
74622337,Urban area updates and Ortahisar district rural area updates (some forested areas added) #Trabzon,1,0,0,1
74647984,Residential block,1,0,0,0
74703479,Added missing service roads,1,0,0,0
74755871,#hotosm-project-6641 #iLabLiberia #OSMLiberia #HOTOSM #4CDLiberia fixed buildings and roads,1,0,0,1
74807749,Added service road,1,0,0,0
74833330,#hotosm-project-6151 #kenya #missingmaps #cp3 #redcross Added and aligned buildings and deleted unnecessary buildings,1,0,0,1
74882332,added path to local cycle network,1,0,1,0
74891810,Added Driveway.,1,0,0,0
74947635,Added service roads.,1,0,0,0
74962996,Added Driveway,1,0,0,0
75020510,Adjusted highway tag on way #Kaart 2019,0,1,0,1
75033067,add name,0,0,1,0
75089100,Added  driveways.,1,0,0,0
75156622,Added driveways,1,0,0,0
75194304,Added various sports fields,1,0,0,0
75219516,Aligned residential highways.,0,0,0,1
75228834,added driveway to Family Road,1,0,0,0
75229773,Added driveways.,1,0,0,0
75234671,I have added riverbanks and waterbodies in AU. This is not an import. Several of us are adding waterbodies in this area.,1,0,1,0
75268242,Added service roads from Goodland Street Southeast,1,0,0,0
75280660,Added Service road from Federal Highway,1,0,0,0
75289182,Added driveways,1,0,0,0
75458046,Created and aligned residential highways.,1,0,0,1
75528995,Aligned residential ways,0,1,0,1
75534183,Fixing #railway #railroad in the area of Idaho Falls,0,0,0,1
75541779,Changed the classification from tertiary to secondary highway.,0,1,0,1
75562981,Added service roads,1,0,0,0
75622467,Add road surfaces,0,1,0,1
75645759,Added Driveway,1,0,0,0
75646685,Improved alignment of coastline feature,0,0,0,1
75651066,name fix,0,0,1,1
75698726,added a service road.,1,0,0,0
75700161,added service road,1,0,0,0
75702933,Modified/deleted descriptive name tag(s). #maproulette deleted name,0,0,0,1
75741048,added missing ways #Kaart 2019,1,0,0,0
75761993,Added driveways.,1,0,0,0
75815861,Modified/deleted descriptive name tag(s). #maproulette,0,0,0,1
75839422,Improved tertiary way alignment,0,0,0,1
75846846,Added driveways,1,0,0,0
75866827,Modified/deleted descriptive name tag(s). #maproulette,0,0,0,1
75896927,Updated residential area with added roads and adjusted geometry.,1,0,0,1
76005882,added service roads from Trinity Church Road,1,0,1,0
76029634,added service roads,1,0,0,0
76041359,added driveway from  Clermont Lakes Drive,1,0,0,0
76041879,Landuse added},1,0,0,0
76088180,Add road surfaces,1,1,0,0
76161427,Created and aligned residential ways,1,0,0,1
76393888,Added and aligned service ways,1,0,0,1
76441661,#Kaart #maproulette #Kaart-MR-8357 Russia Road Alignment. Ð£Ñ‚Ð¾Ñ‡Ð½ÐµÐ½Ð¸Ðµ Ð¿Ñ€Ð¸Ð²ÑÐ·ÐºÐ¸ Ð´Ð¾Ñ€Ð¾Ð³.,0,1,1,1
76444047,Added driveway.,1,0,0,0
76481430,edited  roads,0,0,0,1
76572615,added service road,1,0,0,0
76590157,Added driveway,1,0,0,0
76634245,Added service road and driveway,1,0,0,0
76650858,Added driveways to Tertiary Road: Mountain Avenue.,1,0,0,0
76653314,added roads from Bart Johnson Road,1,0,0,0
76791820,Added Service road from Burke Street Northwest.,1,0,0,0
76799945,Added driveway from M 60,1,0,0,0
76817964,added driveway,1,0,0,0
76833950,Alinged and added missing buildings near the road Chemin des Hauteurs.,1,0,0,1
76902927,Modified a driveway from Herring Road.,1,0,0,0
76908909,Modified alignment of unclassified way,0,0,0,1
76949697,Added Service road.,1,0,0,0
76954722,added driveway.,1,0,0,0
76996470,adding some minor roads and footways,1,0,0,0
76999779,Modified tertiary highway,0,1,0,1
77037435,Added libraries,1,0,0,0
77069744,Added residential ways,1,0,0,0
77072928,added driveway,1,0,0,0
77099313,Reclassified roads near Plug.,0,1,0,1
77205005,Add buildings and fit road,1,0,0,1
77217433,Added roads,1,0,0,0
77224637,added driveway,1,0,0,0
77242769,added houses,1,0,0,0
77304959,Added a Driveway.,1,0,0,0
77309519,Added a service road,1,0,0,0
77313742,Added a Service road.,1,0,0,0
77332157,Added a service road,1,0,0,0
77352557,added Barrier,1,0,0,0
77371005,Added residential roads,1,0,0,0
77482065,Buildings + addresses added,1,0,0,0
77498056,Modified highway tag.,0,1,0,1
77534421,Improved residential ways.,0,0,0,1
77572565,Added residential ways,1,0,0,0
77582361,Added Driveway,1,0,0,0
77587454,added lanes & turn lanes,1,1,0,0
77604557,Improved alignment of residential ways and downgraded classification from residential to path way near primary highway.,1,1,0,1
77608591,Added a service road.,1,0,0,0
77627624,Added lanes and turn lanes,1,1,0,0
77711404,Added driveways and service road,1,0,0,0
77738230,added buildings,1,0,0,0
77802374,#maproulette #change unknown road,0,1,0,1
77805054,added service roads,1,0,0,0
77812552,edited roads,0,0,0,1
77816697,Added driveway.,1,0,0,0
77829929,Added footpath,1,0,0,0
77899563,Added a crosswalk and updated way geometry in Cape Town,1,0,0,0
77910883,Added driveway,1,0,0,0
77916519,Added service roads,1,0,0,0
77938549,Added Driveways from Roguewood Drive Northeast,1,0,0,0
77944589,Aligned residential ways,0,0,0,1
77987039,added driveway,1,0,0,0
77996372,Added and aligned residential highways.,1,0,0,1
78045644,added service roads and driveway,1,0,0,0
78152429,Added driveways,1,0,0,0
78168408,Added crossings,1,0,0,0
78190640,Adding missing roads in Queensland.,1,0,0,0
78193937,Added a driveway from County Road 35,1,0,1,0
78208111,Added inner role,0,1,0,1
78215005,UKR: added railway cross  #Kaart #lightcyphers,1,0,0,0
78236832,Modified the alignment of Mape reservoir,0,1,0,1
78269979,Added a driveway from Lonesome Pine Road.,1,0,1,0
78297056,Added directionality,0,1,0,1
78349674,Added Service Road from Brenner Drive,1,0,0,0
78349942,added driveways,1,0,0,0
78403109,Fixing names using OSM Name Editor},0,0,0,1
78416977,added population,1,0,0,0
78431467,Add road surfaces,1,1,0,0
78447676,Added driveway,1,0,0,0
78474349,Added a service road,1,0,0,0
78543791,Added buildings in #Moissala #Chad #MissingMaps #MSF #hotosm-project-7484 - adjusted buildings - shape and size,1,0,1,1
78558188,added driveway from 204th Lane Northwest,1,0,1,0
78559913,added service road.,1,0,0,0
78568849,Edited roads,0,0,0,1
78573131,Added Service Road From Prosperity Avenue Southeast,1,0,0,0
78577934,Added Driveways,1,0,0,0
78613716,Added a service road,1,0,0,0
78614769,added service road,1,0,0,0
78659908,added populations,1,0,0,0
78669839,Added Service Roads,1,0,0,0
78688065,Added rivers in #Bogale region,1,0,0,0
78722796,added street lamps,1,0,0,0
78801946,Added Driveway from East Squirrel Tail Drive,1,0,0,0
78874217,Added Service Roads,1,0,0,0
78878039,added driveway,1,0,0,0
78911867,Added a driveway.,1,0,0,0
78930565,#Kaart 2019 #Kaart #Hotosm #yercizenler #Ionia added missing roads,1,0,0,0
79038986,Added missing road segment,1,0,0,0
79041187,Added houses.,1,0,0,0
79155712,Smoothened the alignment of tracks,0,1,0,1
79206956,Add whether this road is a one-way road,1,1,0,0
79233747,Added Service Road,1,0,0,0
79276530,added driveways,1,0,0,0
79292117,Fix typo on religious building name in Rouen,0,0,1,1
79297627,Added Service Road and Gate,1,0,0,0
79341063,Aligned residential ways in this area,0,0,0,1
79387968,#mapwithai #Malaysia Created service and residential roads.,1,1,0,0
79414417,Added driveways,1,0,0,0
79473365,Felsformation mit hÃ¤ufig genutztem Namen (Wanderberichte auf Hikr etc),1,0,1,0
79520282,Added service roads,1,0,0,0
79538142,Added 4Fingers,1,0,0,0
79609130,Determine road names and types,0,0,1,0
79642714,Added missing roads based on aerial imagery.,1,0,0,0
79672710,Added service road,1,0,0,0
79677748,Added Driveways,1,0,0,0
79686616,Added emergency access,1,0,0,0
79690858,Added service road,1,0,0,0
79774457,added driveway,1,0,0,0
79775464,added service roads,1,0,0,0
79798301,Added Kabetogama State Forest - Wakemup Bay Campground,1,0,1,0
79831569,Add Road Name,1,0,0,0
79843042,ADDED DRIVEWAY,1,0,0,0
79853802,Added a service road from George Avenue,1,0,0,0
79859025,added width and lane_markings,1,1,0,0
79921795,Added service road.,1,0,0,0
79955152,Changed the classification fro track to unclassified way and provided connectivity to nearest highway,1,1,0,1
79982483,Road and Landuse Fixes - DÄƒrmÄƒneÈ™ti,1,0,0,1
80126495,Added service road,1,0,0,0
80127585,Added Driveway,1,0,0,0
80167006,Notes were added to inform that the buildings have been removed.,1,0,0,0
80180730,added two driveways,1,0,0,0
80190934,Residential ways are created,1,0,0,0
80220346,DCGIS #maproulette Added street name to segment; deleted an abandoned railway that did not appear to be present; fixed several footpaths crossing ways and marked as crossings.,1,0,0,1
80247265,added building feature,1,0,0,0
80284484,Added a Service Road from Randleman Road,1,0,0,0
80287943,Added a driveway for a house in the area.,1,0,0,0
80290345,added service road,1,0,0,0
80300783,added unmaintained track road,1,0,0,0
80353901,Created service roads,1,0,0,0
80425253,#hotosm-project-7776 #MAPampanga #HOTPH #PhilAware #PDC added a building,1,0,0,0
80456486,added service road as per all aerial imageries.,1,0,0,0
80547992,Created service way and improved the alignment of tertiary highway,1,1,0,1
80578621,edited the roads,0,0,0,1
80582576,Added Service Road and Gate,1,0,0,0
80588870,Changed the classification of track and residential to unclassified ways,0,1,0,1
80594691,Determine place names,0,1,0,0
80709132,#maproulette Philippines Sharp Angle Roads,0,1,0,1
80788297,Added service road and gate.,1,0,0,0
80791960,Added service road near Cornet Court,1,0,0,0
80799798,Changed the classification of highways and added residential ways,1,1,0,1
80821500,Added service roads from Substation Road,1,0,0,0
80827189,Added Driveway from Residential Road: Stage Ford Road,1,0,0,0
80846417,Added a service road,1,0,0,0
80879637,added lane markings and width,0,1,0,1
80881981,added driveway,1,0,0,0
80885203,Added driveway,1,0,0,0
80904109,added driveway,1,0,0,0
80911113,Added Driveway,1,0,0,0
80953321,Modified Road Segments,0,0,0,1
80984049,Aligned residential and service ways,0,0,0,1
81109307,added service road using updated imagery.,1,0,0,0
81137696,#mapwithai #Vietnam Adding in residential ways.,1,1,0,0
81144142,same as rest of the road,0,0,0,1
81162453,Added driveway,1,0,0,0
81162875,Added  service road From Fox  Lindley Avenue,1,0,1,0
81167651,Corrected the alignment of residential ways and upgraded classification from services to residential ways,1,1,0,1
81184338,added link roads #Kaart 2020,1,0,0,0
81236208,Add Road Name,1,0,0,0
81241933,Created road near Mollas,1,0,0,0
81247684,added lane markings and width,1,1,0,0
81247869,Added Service Road to North Maryland Avenue,1,0,0,0
81249205,Added driveway,1,0,0,0
81265661,Added a driveway,1,0,0,0
81281361,Aligned unclassified and residential ways,0,1,0,1
81307705,add missing road and set to private access #GRABOSM,1,0,0,0
81310947,Added Service road from 52nd Street.,1,0,0,0
81328574,Burgstall: landuse; StraÃŸennamen; Zufahrten,1,0,1,0
81338097,Added Rogue River Trail as route,1,0,0,0
81375816,corrected Chain Lakes Trail alignment,0,0,0,1
81404411,Added 2 driveways,1,0,0,0
81432033,added a service road,1,0,0,0
81438152,Added driveway,1,0,0,0
81442738,Added directions from https://www.openstreetmap.org/node/176502892,1,1,0,0
81479738,added width,1,1,0,0
81482703,Added service road,1,0,0,0
81504318,added a service road,1,0,0,0
81528629,added lane marking and width,1,1,0,0
81531882,Created missing service way and aligned residential highway,1,0,0,1
81550667,shop=farm added,1,0,0,0
81578489,Added a service road,1,0,0,0
81580470,Added Service road from South Service Drive.,1,0,0,0
81590052,Added service road,1,0,0,0
81658343,adjusted residential areas,0,0,0,1
81665279,Added Service roads,1,0,0,0
81734015,Added Missing road segment based on aerial imagery,1,0,0,0
81756355,#hotosm-project-7149 #missingmaps #indonesia #redcross #amm #ammg20 Added and adjusted existing buildings,1,0,0,1
81756893,Added service road,1,0,0,0
81772748,Added a Service Road from Fifth Line,1,0,0,0
81796260,Aligned residential ways near Kayu Putih area,0,0,0,1
81821338,Added Service Road,1,0,0,0
81855911,Alignment of residential ways is improved,0,1,0,1
81910882,Determine place names,0,1,1,0
81941117,added residential road,1,0,0,0
81977888,#mapwithai #Vietnam Connected areas by use of residential roads.,1,1,0,0
82041713,added height restriction (https://www.openstreetmap.org/way/371688497) based on bing street view.,1,0,1,0
82054327,added service road,1,0,0,0
82153537,Added Driveways.,1,0,0,0
82198231,Add road surfaces,1,1,0,0
82246735,Added Unmaintained Track road.,1,1,0,0
82277633,added fire hydrants,1,0,0,0
82281394,Added Service Roads #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
82290192,Added Service roads,1,0,0,0
82303276,Added house numbers,1,0,0,0
82333000,Added driveways,1,0,0,0
82367683,added charging stations,1,0,1,0
82397443,Added service road.,1,0,0,0
82409570,Added Road â€œ #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracingâ€,1,1,0,0
82414809,Unglueing landuse from highways,0,1,0,1
82426475,Created Service Road,1,0,0,0
82429376,Downgraded classification to path ways and aligned residential highways,0,1,0,1
82552106,added service road,1,0,0,0
82555224,path added.,1,0,0,0
82567374,Created unclassified and residential ways,1,1,0,0
82576226,#mapwithai #Vietnam Added a few residential roads.,1,1,0,0
82580014,Aligned track and added service way,1,0,0,1
82597841,Added Driveway with the accesstag as private. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing.,1,1,0,0
82649022,Added service roads  ,1,0,0,0
82683862,added 55 - 16th St. to Valencia,0,0,1,0
82698353,Improved the alignment of residential ways,0,0,0,1
82702488,Add Road Name,1,0,0,0
82743571,Add Road Name,1,0,0,0
82825949,Added Driveway,1,0,0,0
82832266,Aligned the residential way.,0,0,0,1
82840201,Added foot and bicycle tags to Green Mountain West Ridge,1,1,0,0
82857045,Improved the alignment of residential ,0,0,0,1
82859271,Enhanced the alignment of existing residential way,0,1,0,1
82861337,Added buildings.,1,0,0,0
82872995,Added a service road and driveways #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
82908023,Added Driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
82912076,Added driveway.#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
82965597,Aligned residential and primary ways,0,0,0,1
83102300,added teebox on #12,1,0,0,0
83161498,Aligned unclassified and residential ways,0,0,0,1
83167912,Added a couple of tracks and updated the coke ovens poi as Private property,1,0,0,0
83171688,Added a driveway,1,0,0,0
83204953,#hotosm-project-8247 #GALSchool #hotmicrogrants2020 #mapimpacto #covid19 Checked. mapped highway,1,0,0,0
83240956,added driveway.,1,0,0,0
83243460,Adjusted the alignment of existing highways properly and added missing continuing way,1,0,0,1
83247401,Added Driveway.,1,0,0,0
83253056,Added service roads.,1,0,0,0
83262794,Fixing names using OSM Name Editor},0,0,0,1
83278361,Updated the Service Road. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing.,0,1,0,1
83288220,Added service roads,1,0,0,0
83292473,"""Mapping missing roads and road attributes  https://github.com/GRABOSM/Grab-Data/issues/32""",1,1,0,0
83308722,Created residential ways near HeydÉ™r Æliyev primary highway,1,1,1,0
83339763,Fixed the crossing service highway,0,1,0,1
83350693,Added building outlines,1,0,0,0
83355629,Added driveway near Dairy Lane,1,0,0,0
83357045,added a driveway,1,0,0,0
83416288,#hotosm-project-1491 #youthmappers #USAID #M4R Added more buildings.,1,0,0,0
83452145,Added and improved service ways,1,0,0,1
83454568,Added service and residential ways near PÃ© do Veado,1,0,0,0
83470438,power lines added,1,0,0,0
83524828,Added a service road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
83577583,#hotosm-project-7145 #missingmaps #indonesia #redcross Added and adjusted buildings,1,0,0,1
83578219,Aligned BR-502 and added residential ways,1,0,0,1
83587984,Adjusted the alignment of residential ways,0,0,0,1
83607564,Added and edited highways near the neighborhood of Bandar Cemerlang.,1,0,0,1
83630228,Added  Residential Road: from Granite Ridge Drive,1,0,0,0
83675624,Added Service Roads,1,0,0,0
83708182,"Added driveways. â€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing""",1,1,0,0
83726332,Alinged residential roads,0,0,0,1
83751457,added public telephone in WÃ¶hrdstr.4,1,0,0,0
83791964,created driveway. â€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracingâ€,1,1,0,0
83793920,Created residential ways,1,0,0,0
83804092,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
83877501,Added service way near Senta,1,0,0,0
83880419,Upgraded tracks to residential ways,0,1,0,1
83915457,added driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
83942657,Added Service road  #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
83971594,Organised the alignment of primary ways,0,0,0,1
83978932,Improved the alignment of primary way,0,0,0,1
83995824,added service road,1,0,0,0
84060327,Modified the alignment for unclassified,0,0,0,1
84092406,Changed the classification of residential to unclassified way.,0,1,0,1
84177133,Aligned unclassified ways and added residential ways,1,1,0,1
84233443,Changed the ways from service to residential,0,1,0,1
84346542,Update Van Ness Road,0,0,1,1
84414460,Changed classification from residential  to service way.,0,0,0,1
84532920,added a house,1,0,0,0
84595582,#mapwithai #Tanzania beautified track roads,0,1,0,1
84602013,Added Driveway.,1,0,0,0
84603778,added a driveway,1,0,0,0
84611723,Added service road,1,0,0,0
84647270,Aligned roads near Gemas.,0,1,1,1
84653587,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43,1,1,0,1
84661188,Provided connectivity for residential and primary ways to avoid the overlapping ways,0,1,0,1
84666266,new point added,1,0,0,0
84713710,addr:housename to addr:street},0,0,1,1
84735221,Modified the alignment of residential ways,0,1,0,1
84793529,Added driveway,1,0,0,0
84794393,Added driveway,1,0,0,0
84798547,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43,1,1,0,0
84807548,Added driveway,1,0,0,0
84829321,Added Driveway,1,0,0,0
84847797,added a bus stop,1,0,0,0
84861969,Added driveway,1,0,0,0
84866976,Organised the alignment of unclassified ways,0,0,0,1
84872614,Added and aligned residential highway in this region.,1,0,0,1
84874733,Modified the name tag to alt_ref tag P523,0,1,0,1
84875986,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
84887701,Improved the alignment of unclassified way,0,0,0,1
84889731,Modified the alignment of unclassified,0,0,0,1
84897572,added driveway,1,0,0,0
84947512,updated roads,0,0,0,1
84947963,added cliff,1,0,0,0
84999714,Added service road,1,0,0,0
85056394,Improved the alignment ofÂ unclassified way,0,0,0,1
85067972,Improved the alignment of track way.,0,0,0,1
85076705,Added Driveway,1,0,0,0
85080044,added service road.,1,0,0,0
85100369,Determine road names and types,0,1,0,0
85121626,Added Driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
85145403,Added footpath,1,0,0,0
85184882,Added a driveway,1,0,0,0
85201918,Modified alignment of residential way and unclassified way,0,0,0,1
85210662,:: Improving roads geometry and direction #Kaart2020 #Lightcyphers,0,1,0,1
85255731,Added a Driveway.  â€œ #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracingâ€,1,1,0,0
85260185,added English name and Wikidata ID,1,0,0,0
85289960,Modified Residential Road: North 79th Street,0,0,0,1
85439132,Added Service road,1,0,0,0
85483994,Modified the alignment of residential ways and tertiary highway,0,1,0,1
85485461,added buildings #hotosm-project-8684 #covid19 #COVBots,1,0,0,0
85488884,Added residential ways and corrected the alignment of unclassified ways,1,1,0,1
85506882,Added picnic shelters in Ramsey MN,1,0,0,0
85523258,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
85539491,Added driveway from Burma Road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
85544274,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
85554930,Adding missing roads and road network. Signals were used from offical open dataset. #nzrds40292 #MSFTOpenMaps,1,1,1,0
85603438,Upgraded classification from service to residential way and aligned service ways,0,1,0,1
85612288,improve road shapes and adjacent alignments,0,0,0,1
85737329,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
85765400,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
85891788,Corrected the alignment of residential and unclassified ways,0,0,0,1
85904232,Add road surfaces,1,1,0,0
85924756,Adjusted the alignment of tertiary and unclassified ways,0,1,0,1
85994719,Added buildings around Gun Barrel City,1,0,1,0
86111521,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
86137932,Changed the way from track to service near unclassified #adt,0,0,0,1
86156562,Added roads and connected roads upstream,1,1,0,1
86199722,added a store,1,0,0,0
86229283,Added a driveway.,1,0,0,0
86333548,Aligned service ways #adt,0,0,0,1
86384289,Added driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
86463618,Add road surfaces,1,1,0,0
86480114,Added private tags. #Kaart 2020,0,1,0,1
86492244,Modified Geometry #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,0,1,0,1
86534716,Added and updated access tags for barriers and ways and modified road geometry in South Africa. #Kaart,1,1,0,1
86563690,added gates,1,0,0,0
86565910,Added service roads,1,0,0,0
86675569,Added some bare_rock landcovers  near lake  ArnarbÃ¦lisvatn (87),1,0,1,0
86754308,Modified the alignment of riverbank #adt,0,1,0,1
86755431,Added a service road.,1,0,0,0
86800603,Created service way around Jalan Sidik Adim way    #adt,1,1,0,1
86823318,Added Service road. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
86833899,Created Service Road,1,0,0,0
86849905,Added buildings,1,0,0,0
86881709,Added Driveway. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
86911393,Road update,0,0,0,1
87018704,Improved the alignment of hotel #adt,0,0,0,1
87037948,Added drivewayâ€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
87079718,Changed classification from residential to tertiary highway #adt,0,1,0,1
87083176,Created and aligned the unclassified and residential ways #adt,1,0,0,1
87108448,Added service road,1,0,0,0
87115451,Organised residential ways to provide access for destinations #adt,1,1,0,1
87165634,Added driveway,1,0,0,0
87169079,added driveway,1,0,0,0
87171042,Created the service road. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
87197335,Added Driveway,1,0,0,0
87261929,#hotosm-project-8461 #covid19 #PublicLabMongolia #MapGive #HOTOSM #Ulaangom #MULS #NEMA #YouthMappers Added waterways,1,0,0,0
87278554,Residential ways changed to service near trunk #adt,1,1,0,1
87280992,Created and aligned residential and unclassified ways connecting to tertiary way #adt,1,0,0,1
87297651,added field name,0,0,1,1
87322178,Added service road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
87388588,#mapwithai #Vietnam beautification roads,0,1,0,1
87479099,"Added a service road.  â€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing""",1,1,0,0
87571728,Speed limits on these roads is 25 mph,1,0,1,0
87586404,Added service roads and driveways at East Main Street,1,0,0,0
87618187,Adding missing road names in Queensland. Signals were used from official open dataset. #MSFTOpenMaps,1,0,1,0
87620756,Adding missing road names in Queensland. Signals were used from official open dataset. #MSFTOpenMaps,1,0,1,0
87637286,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/42,1,1,0,0
87704162,added driveway.,1,0,0,0
87749218,Modified the alignment of existing service ways near Rupit  #adt,0,1,0,1
87817530,added service roads ,1,0,0,0
87900000,Added Service road.,1,0,0,0
87900317,added a driveway,1,0,0,0
87940084,Added buildings,1,0,0,0
87948708,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/43""",1,1,0,0
88006881,Improved the alignment of trunk and unclassified ways #adt,0,1,0,1
88029681,Created and aligned residential ways near Colonia Union Antorchista #adt,1,1,1,1
88057266,Added Service roads,1,0,0,0
88066040,Adding missing road names in Queensland. Signals were used from official open dataset. #MSFTOpenMaps,1,0,1,0
88095863,Removed driveway tag from residential way #adt,0,1,0,1
88143259,added oneway #telenav,1,1,0,0
88169294,aligned residential ways and upgraded the classifications,0,1,0,1
88218653,Added a Driveway from Henney Road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
88255834,Added new highway and updated highway alignment in areas near ÐžÐ»Ð¸Ð¼Ð¿-ÐÐ³Ñ€Ð¾ #adt,1,0,0,1
88275640,Added a service road.,1,0,0,0
88283466,Mapping missing roads and road attributes  https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,1
88283590,Added driveways.,1,0,0,0
88331991,Added Road directions,0,1,0,1
88444183,Added driveway,1,0,0,0
88458571,Created service way #adt,1,1,0,0
